Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;;Doppler
34100;8616081.716;1293907.317;-1874627.511;0;0;0;2.537459957;0.776569609;3193242.745;3274321.726;17206676.81;-0.000270439;0;0;0;0;3.50848443;0;2.537459957;0.776569609;0.650481881;-1.228186966;1.035024179;8.650481881;7029.747968;-1337.71656;0;0;86434.1;2163;32;0;34089.07804;;;-7027.558932
34200;8616149.231;1294241.55;-1874088.317;0;0;0;2.537204701;0.776640401;3193109.015;3274187.995;17205974.05;-0.000270439;0;0;0;0;3.508233101;0;2.537204701;0.776640401;0.651065088;-1.228432211;1.035065501;8.651065088;7025.43549;-1336.895922;0;0;86434.2;2163;32;0;34189.07848;;;-7023.302353
34300;8616216.703;1294575.774;-1873549.112;0;0;0;2.536949388;0.77671116;3192975.366;3274054.347;17205271.72;-0.000270439;0;0;0;0;3.507981944;0;2.536949388;0.77671116;0.65164802;-1.228677515;1.035106804;8.65164802;7021.122337;-1336.075157;0;0;86434.3;2163;32;0;34289.07893;;;-7018.940674
34400;8616284.132;1294909.99;-1873009.896;0;0;0;2.536694019;0.776781885;3192841.8;3273920.78;17204569.82;-0.000270439;0;0;0;0;3.507730958;0;2.536694019;0.776781885;0.652230676;-1.228922873;1.035148091;8.652230676;7016.808646;-1335.254289;0;0;86434.4;2163;32;0;34389.07938;;;-7014.684095
34500;8616351.518;1295244.198;-1872470.669;0;0;0;2.536438593;0.776852577;3192708.315;3273787.296;17203868.36;-0.000270439;0;0;0;0;3.507480145;0;2.536438593;0.776852577;0.652813057;-1.22916829;1.035189359;8.652813057;7012.494402;-1334.433315;0;0;86434.5;2163;32;0;34489.07982;;;-7010.322416
34600;8616418.861;1295578.398;-1871931.433;0;0;0;2.536183111;0.776923235;3192574.913;3273653.894;17203167.32;-0.000270439;0;0;0;0;3.507229503;0;2.536183111;0.776923235;0.653395163;-1.229413764;1.035230611;8.653395163;7008.179464;-1333.61221;0;0;86434.6;2163;32;0;34589.08027;;;-7006.013287
34700;8616486.161;1295912.59;-1871392.185;0;0;0;2.535927572;0.77699386;3192441.593;3273520.573;17202466.72;-0.000270439;0;0;0;0;3.506979033;0;2.535927572;0.77699386;0.653976993;-1.229659294;1.035271844;8.653976993;7003.864042;-1332.791012;0;0;86434.7;2163;32;0;34689.08071;;;-7001.704158
34800;8616553.417;1296246.773;-1870852.927;0;0;0;2.535671977;0.777064452;3192308.355;3273387.335;17201766.55;-0.000270439;0;0;0;0;3.506728735;0;2.535671977;0.777064452;0.654558548;-1.229904883;1.03531306;8.654558548;6999.547934;-1331.969684;0;0;86434.8;2163;32;0;34789.08116;;;-6997.395029
34900;8616620.63;1296580.948;-1870313.659;0;0;0;2.535416325;0.77713501;3192175.199;3273254.179;17201066.81;-0.000270439;0;0;0;0;3.506478608;0;2.535416325;0.77713501;0.655139826;-1.230150526;1.035354259;8.655139826;6995.231274;-1331.148251;0;0;86434.9;2163;32;0;34889.0816;;;-6993.085899
35000;8616687.8;1296915.115;-1869774.38;0;0;0;2.535160617;0.777205534;3192042.125;3273121.106;17200367.5;-0.000270439;0;0;0;0;3.506228653;0;2.535160617;0.777205534;0.655720829;-1.230396228;1.03539544;8.655720829;6990.914069;-1330.326714;0;0;86435;2163;32;0;34989.08204;;;-6988.72422
35100;8616754.927;1297249.274;-1869235.09;0;0;0;2.534904852;0.777276025;3191909.134;3272988.114;17199668.63;-0.000270439;0;0;0;0;3.50597887;0;2.534904852;0.777276025;0.656301555;-1.230641986;1.035436603;8.656301555;6986.596174;-1329.505046;0;0;86435.1;2163;32;0;35089.08249;;;-6984.415091
35200;8616822.01;1297583.424;-1868695.79;0;0;0;2.534649031;0.777346482;3191776.225;3272855.205;17198970.18;-0.000270439;0;0;0;0;3.505729259;0;2.534649031;0.777346482;0.656882004;-1.230887802;1.035477749;8.656882004;6982.277794;-1328.683286;0;0;86435.2;2163;32;0;35189.08293;;;-6980.158512
35300;8616889.05;1297917.566;-1868156.479;0;0;0;2.534393153;0.777416906;3191643.397;3272722.377;17198272.17;-0.000270439;0;0;0;0;3.50547982;0;2.534393153;0.777416906;0.657462177;-1.231133674;1.035518877;8.657462177;6977.958718;-1327.861393;0;0;86435.3;2163;32;0;35289.08337;;;-6975.796833
35400;8616956.048;1298251.7;-1867617.158;0;0;0;2.534137219;0.777487296;3191510.652;3272589.632;17197574.59;-0.000270439;0;0;0;0;3.505230552;0;2.534137219;0.777487296;0.658042074;-1.231379602;1.035559988;8.658042074;6973.639113;-1327.0394;0;0;86435.4;2163;32;0;35389.08382;;;-6971.435153
35500;8617023.001;1298585.826;-1867077.827;0;0;0;2.533881229;0.777557653;3191377.99;3272456.97;17196877.44;-0.000270439;0;0;0;0;3.504981456;0;2.533881229;0.777557653;0.658621693;-1.231625589;1.035601081;8.658621693;6969.318958;-1326.217301;0;0;86435.5;2163;32;0;35489.08426;;;-6967.178575
35600;8617089.912;1298919.944;-1866538.485;0;0;0;2.533625182;0.777627976;3191245.409;3272324.389;17196180.73;-0.000270439;0;0;0;0;3.504732531;0;2.533625182;0.777627976;0.659201035;-1.231871632;1.035642156;8.659201035;6964.998126;-1325.395074;0;0;86435.6;2163;32;0;35589.0847;;;-6962.816895
35700;8617156.78;1299254.053;-1865999.132;0;0;0;2.533369079;0.777698265;3191112.911;3272191.891;17195484.45;-0.000270439;0;0;0;0;3.504483778;0;2.533369079;0.777698265;0.6597801;-1.232117732;1.035683214;8.6597801;6960.676791;-1324.572752;0;0;86435.7;2163;32;0;35689.08514;;;-6958.507766
35800;8617223.604;1299588.154;-1865459.769;0;0;0;2.533112919;0.77776852;3190980.495;3272059.474;17194788.59;-0.000270439;0;0;0;0;3.504235197;0;2.533112919;0.77776852;0.660358887;-1.232363889;1.035724253;8.660358887;6956.354775;-1323.750299;0;0;86435.8;2163;32;0;35789.08558;;;-6954.198637
35900;8617290.385;1299922.247;-1864920.395;0;0;0;2.532856703;0.777838742;3190848.161;3271927.141;17194093.17;-0.000270439;0;0;0;0;3.503986787;0;2.532856703;0.777838742;0.660937397;-1.232610101;1.035765275;8.660937397;6952.032218;-1322.927744;0;0;86435.9;2163;32;0;35889.08603;;;-6949.889508
36000;8617357.123;1300256.332;-1864381.011;0;0;0;2.532600431;0.77790893;3190715.909;3271794.889;17193398.19;-0.000270439;0;0;0;0;3.503738549;0;2.532600431;0.77790893;0.661515629;-1.232856373;1.03580628;8.661515629;6947.709123;-1322.105087;0;0;86436;2163;32;0;35989.08647;;;-6945.527828
36100;8617423.818;1300590.408;-1863841.616;0;0;0;2.532344102;0.777979085;3190583.74;3271662.72;17192703.63;-0.000270439;0;0;0;0;3.503490483;0;2.532344102;0.777979085;0.662093583;-1.2331027;1.035847266;8.662093583;6943.38534;-1321.282298;0;0;86436.1;2163;32;0;36089.08691;;;-6941.218699
36200;8617490.469;1300924.477;-1863302.211;0;0;0;2.532087717;0.778049205;3190451.653;3271530.632;17192009.51;-0.000270439;0;0;0;0;3.503242588;0;2.532087717;0.778049205;0.662671259;-1.233349084;1.035888235;8.662671259;6939.061073;-1320.459417;0;0;86436.2;2163;32;0;36189.08735;;;-6936.90957
36300;8617557.078;1301258.537;-1862762.795;0;0;0;2.531831276;0.778119292;3190319.648;3271398.628;17191315.82;-0.000270439;0;0;0;0;3.502994865;0;2.531831276;0.778119292;0.663248656;-1.233595525;1.035929186;8.663248656;6934.736103;-1319.636403;0;0;86436.3;2163;32;0;36289.08779;;;-6932.600441
36400;8617623.643;1301592.588;-1862223.369;0;0;0;2.531574778;0.778189345;3190187.725;3271266.705;17190622.56;-0.000270439;0;0;0;0;3.502747313;0;2.531574778;0.778189345;0.663825775;-1.233842022;1.035970119;8.663825775;6930.410619;-1318.813291;0;0;86436.4;2163;32;0;36389.08823;;;-6928.238762
36500;8617690.165;1301926.632;-1861683.932;0;0;0;2.531318224;0.778259365;3190055.885;3271134.865;17189929.74;-0.000270439;0;0;0;0;3.502499932;0;2.531318224;0.778259365;0.664402615;-1.234088576;1.036011035;8.664402615;6926.084589;-1317.990075;0;0;86436.5;2163;32;0;36489.08867;;;-6923.877082
36600;8617756.643;1302260.667;-1861144.485;0;0;0;2.531061614;0.77832935;3189924.128;3271003.107;17189237.35;-0.000270439;0;0;0;0;3.502252723;0;2.531061614;0.77832935;0.664979177;-1.234335188;1.036051933;8.664979177;6921.757875;-1317.166728;0;0;86436.6;2163;32;0;36589.08911;;;-6919.620504
36700;8617823.079;1302594.694;-1860605.027;0;0;0;2.530804947;0.778399301;3189792.452;3270871.432;17188545.39;-0.000270439;0;0;0;0;3.502005686;0;2.530804947;0.778399301;0.665555459;-1.234581857;1.036092812;8.665555459;6917.430656;-1316.343286;0;0;86436.7;2163;32;0;36689.08955;;;-6915.258824
36800;8617889.471;1302928.713;-1860065.559;0;0;0;2.530548224;0.778469219;3189660.859;3270739.839;17187853.86;-0.000270439;0;0;0;0;3.50175882;0;2.530548224;0.778469219;0.666131463;-1.234828581;1.036133674;8.666131463;6913.102765;-1315.519716;0;0;86436.8;2163;32;0;36789.08999;;;-6910.949695
36900;8617955.82;1303262.724;-1859526.081;0;0;0;2.530291445;0.778539103;3189529.348;3270608.328;17187162.77;-0.000270439;0;0;0;0;3.501512126;0;2.530291445;0.778539103;0.666707187;-1.235075362;1.036174518;8.666707187;6908.774346;-1314.696045;0;0;86436.9;2163;32;0;36889.09042;;;-6906.588016
37000;8618022.126;1303596.726;-1858986.592;0;0;0;2.53003461;0.778608953;3189397.92;3270476.899;17186472.1;-0.000270439;0;0;0;0;3.501265603;0;2.53003461;0.778608953;0.667282631;-1.2353222;1.036215345;8.667282631;6904.445372;-1313.872268;0;0;86437;2163;32;0;36989.09086;;;-6902.278887
37100;8618088.389;1303930.72;-1858447.092;0;0;0;2.529777718;0.778678768;3189266.574;3270345.553;17185781.88;-0.000270439;0;0;0;0;3.501019251;0;2.529777718;0.778678768;0.667857796;-1.235569096;1.036256153;8.667857796;6900.115714;-1313.048362;0;0;86437.1;2163;32;0;37089.0913;;;-6897.969757
37200;8618154.608;1304264.706;-1857907.582;0;0;0;2.52952077;0.77874855;3189135.31;3270214.29;17185092.08;-0.000270439;0;0;0;0;3.500773071;0;2.52952077;0.77874855;0.668432681;-1.235816047;1.036296943;8.668432681;6895.78559;-1312.224367;0;0;86437.2;2163;32;0;37189.09174;;;-6893.608078
37300;8618220.784;1304598.684;-1857368.062;0;0;0;2.529263766;0.778818298;3189004.129;3270083.108;17184402.72;-0.000270439;0;0;0;0;3.500527062;0;2.529263766;0.778818298;0.669007286;-1.236063056;1.036337716;8.669007286;6891.454766;-1311.400238;0;0;86437.3;2163;32;0;37289.09218;;;-6889.298949
37400;8618286.917;1304932.654;-1856828.531;0;0;0;2.529006706;0.778888012;3188873.03;3269952.01;17183713.79;-0.000270439;0;0;0;0;3.500281224;0;2.529006706;0.778888012;0.66958161;-1.23631012;1.03637847;8.66958161;6887.123413;-1310.576009;0;0;86437.4;2163;32;0;37389.09261;;;-6884.937269
37500;8618353.007;1305266.615;-1856288.989;0;0;0;2.52874959;0.778957692;3188742.014;3269820.993;17183025.3;-0.000270439;0;0;0;0;3.500035558;0;2.52874959;0.778957692;0.670155655;-1.236557242;1.036419207;8.670155655;6882.791523;-1309.751678;0;0;86437.5;2163;32;0;37489.09305;;;-6880.62814
37600;8618419.054;1305600.568;-1855749.437;0;0;0;2.528492417;0.779027338;3188611.08;3269690.059;17182337.23;-0.000270439;0;0;0;0;3.499790063;0;2.528492417;0.779027338;0.670729419;-1.236804421;1.036459925;8.670729419;6878.458941;-1308.927215;0;0;86437.6;2163;32;0;37589.09349;;;-6876.266461
37700;8618485.057;1305934.512;-1855209.875;0;0;0;2.528235189;0.779096949;3188480.229;3269559.208;17181649.6;-0.000270439;0;0;0;0;3.49954474;0;2.528235189;0.779096949;0.671302902;-1.237051655;1.036500626;8.671302902;6874.125897;-1308.102664;0;0;86437.7;2163;32;0;37689.09392;;;-6871.957332
37800;8618551.018;1306268.449;-1854670.302;0;0;0;2.527977904;0.779166527;3188349.46;3269428.439;17180962.41;-0.000270439;0;0;0;0;3.499299588;0;2.527977904;0.779166527;0.671876104;-1.237298948;1.036541308;8.671876104;6869.792151;-1307.27798;0;0;86437.8;2163;32;0;37789.09436;;;-6867.648203
37900;8618616.935;1306602.377;-1854130.719;0;0;0;2.527720563;0.77923607;3188218.773;3269297.752;17180275.64;-0.000270439;0;0;0;0;3.499054607;0;2.527720563;0.77923607;0.672449026;-1.237546296;1.036581973;8.672449026;6865.45789;-1306.453197;0;0;86437.9;2163;32;0;37889.0948;;;-6863.286523
38000;8618682.808;1306936.297;-1853591.125;0;0;0;2.527463166;0.77930558;3188088.169;3269167.148;17179589.32;-0.000270439;0;0;0;0;3.498809797;0;2.527463166;0.77930558;0.673021666;-1.2377937;1.03662262;8.673021666;6861.123078;-1305.62831;0;0;86438;2163;32;0;37989.09523;;;-6858.977394
38100;8618748.639;1307270.209;-1853051.521;0;0;0;2.527205713;0.779375055;3187957.647;3269036.627;17178903.42;-0.000270439;0;0;0;0;3.498565159;0;2.527205713;0.779375055;0.673594025;-1.238041162;1.036663248;8.673594025;6856.787582;-1304.803293;0;0;86438.1;2163;32;0;38089.09567;;;-6854.615715
38200;8618814.426;1307604.112;-1852511.907;0;0;0;2.526948203;0.779444496;3187827.208;3268906.187;17178217.96;-0.000270439;0;0;0;0;3.498320692;0;2.526948203;0.779444496;0.674166102;-1.238288679;1.036703858;8.674166102;6852.451612;-1303.978185;0;0;86438.2;2163;32;0;38189.0961;;;-6850.254035
38300;8618880.17;1307938.007;-1851972.282;0;0;0;2.526690638;0.779513903;3187696.852;3268775.831;17177532.93;-0.000270439;0;0;0;0;3.498076396;0;2.526690638;0.779513903;0.674737897;-1.238536255;1.036744451;8.674737897;6848.114959;-1303.152947;0;0;86438.3;2163;32;0;38289.09654;;;-6845.944906
38400;8618945.871;1308271.894;-1851432.646;0;0;0;2.526433016;0.779583276;3187566.578;3268645.557;17176848.34;-0.000270439;0;0;0;0;3.497832271;0;2.526433016;0.779583276;0.675309411;-1.238783885;1.036785025;8.675309411;6843.777779;-1302.327609;0;0;86438.4;2163;32;0;38389.09697;;;-6841.635777
38500;8619011.529;1308605.773;-1850893.001;0;0;0;2.526175339;0.779652614;3187436.386;3268515.365;17176164.17;-0.000270439;0;0;0;0;3.497588318;0;2.526175339;0.779652614;0.675880643;-1.239031573;1.036825581;8.675880643;6839.440054;-1301.502168;0;0;86438.5;2163;32;0;38489.09741;;;-6837.221547
38600;8619077.143;1308939.643;-1850353.344;0;0;0;2.525917605;0.779721918;3187306.278;3268385.256;17175480.45;-0.000270439;0;0;0;0;3.497344535;0;2.525917605;0.779721918;0.676451592;-1.239279318;1.036866119;8.676451592;6835.101652;-1300.676597;0;0;86438.6;2163;32;0;38589.09784;;;-6832.964969
38700;8619142.715;1309273.505;-1849813.678;0;0;0;2.525659816;0.779791188;3187176.251;3268255.23;17174797.15;-0.000270439;0;0;0;0;3.497100924;0;2.525659816;0.779791188;0.677022259;-1.239527118;1.036906639;8.677022259;6830.762763;-1299.850934;0;0;86438.7;2163;32;0;38689.09827;;;-6828.603289
38800;8619208.243;1309607.359;-1849274.001;0;0;0;2.52540197;0.779860424;3187046.307;3268125.286;17174114.29;-0.000270439;0;0;0;0;3.496857484;0;2.52540197;0.779860424;0.677592644;-1.239774976;1.036947141;8.677592644;6826.423198;-1299.025142;0;0;86438.8;2163;32;0;38789.09871;;;-6824.24161
38900;8619273.728;1309941.205;-1848734.313;0;0;0;2.525144068;0.779929625;3186916.446;3267995.425;17173431.87;-0.000270439;0;0;0;0;3.496614215;0;2.525144068;0.779929625;0.678162746;-1.240022889;1.036987624;8.678162746;6822.083119;-1298.199253;0;0;86438.9;2163;32;0;38889.09914;;;-6819.87993
39000;8619339.169;1310275.042;-1848194.615;0;0;0;2.524886111;0.779998792;3186786.668;3267865.646;17172749.88;-0.000270439;0;0;0;0;3.496371117;0;2.524886111;0.779998792;0.678732564;-1.24027086;1.03702809;8.678732564;6817.742477;-1297.373256;0;0;86439;2163;32;0;38989.09957;;;-6815.570801
39100;8619404.568;1310608.872;-1847654.907;0;0;0;2.524628097;0.780067924;3186656.972;3267735.95;17172068.32;-0.000270439;0;0;0;0;3.496128191;0;2.524628097;0.780067924;0.6793021;-1.240518887;1.037068537;8.6793021;6813.401183;-1296.547135;0;0;86439.1;2163;32;0;39089.10001;;;-6811.261672
39200;8619469.923;1310942.692;-1847115.188;0;0;0;2.524370028;0.780137023;3186527.358;3267606.337;17171387.2;-0.000270439;0;0;0;0;3.495885435;0;2.524370028;0.780137023;0.679871353;-1.240766969;1.037108966;8.679871353;6809.0594;-1295.720922;0;0;86439.2;2163;32;0;39189.10044;;;-6806.847442
39300;8619535.235;1311276.505;-1846575.459;0;0;0;2.524111902;0.780206086;3186397.828;3267476.806;17170706.51;-0.000270439;0;0;0;0;3.49564285;0;2.524111902;0.780206086;0.680440322;-1.24101511;1.037149376;8.680440322;6804.716941;-1294.894579;0;0;86439.3;2163;32;0;39289.10087;;;-6802.590864
39400;8619600.504;1311610.309;-1846035.719;0;0;0;2.523853721;0.780275116;3186268.379;3267347.358;17170026.25;-0.000270439;0;0;0;0;3.495400437;0;2.523853721;0.780275116;0.681009008;-1.241263305;1.037189769;8.681009008;6800.37395;-1294.068135;0;0;86439.4;2163;32;0;39389.1013;;;-6798.176634
39500;8619665.729;1311944.105;-1845495.969;0;0;0;2.523595483;0.780344111;3186139.014;3267217.993;17169346.43;-0.000270439;0;0;0;0;3.495158194;0;2.523595483;0.780344111;0.68157741;-1.241511557;1.037230143;8.68157741;6796.03042;-1293.241589;0;0;86439.5;2163;32;0;39489.10173;;;-6793.867505
39600;8619730.911;1312277.893;-1844956.209;0;0;0;2.52333719;0.780413071;3186009.731;3267088.71;17168667.05;-0.000270439;0;0;0;0;3.494916123;0;2.52333719;0.780413071;0.682145528;-1.241759868;1.037270499;8.682145528;6791.686222;-1292.414916;0;0;86439.6;2163;32;0;39589.10217;;;-6789.505825
39700;8619796.051;1312611.673;-1844416.438;0;0;0;2.523078841;0.780481997;3185880.531;3266959.51;17167988.1;-0.000270439;0;0;0;0;3.494674222;0;2.523078841;0.780481997;0.682713362;-1.242008231;1.037310837;8.682713362;6787.341544;-1291.588151;0;0;86439.7;2163;32;0;39689.1026;;;-6785.144146
39800;8619861.146;1312945.444;-1843876.657;0;0;0;2.522820435;0.780550889;3185751.414;3266830.392;17167309.58;-0.000270439;0;0;0;0;3.494432493;0;2.522820435;0.780550889;0.683280912;-1.242256655;1.037351156;8.683280912;6782.996181;-1290.761256;0;0;86439.8;2163;32;0;39789.10303;;;-6780.835017
39900;8619926.199;1313279.207;-1843336.866;0;0;0;2.522561974;0.780619746;3185622.379;3266701.357;17166631.5;-0.000270439;0;0;0;0;3.494190934;0;2.522561974;0.780619746;0.683848177;-1.242505131;1.037391457;8.683848177;6778.650295;-1289.934261;0;0;86439.9;2163;32;0;39889.10346;;;-6776.473337
40000;8619991.208;1313612.962;-1842797.064;0;0;0;2.522303457;0.780688568;3185493.427;3266572.405;17165953.85;-0.000270439;0;0;0;0;3.493949547;0;2.522303457;0.780688568;0.684415158;-1.242753666;1.03743174;8.684415158;6774.303879;-1289.107166;0;0;86440;2163;32;0;39989.10389;;;-6772.164208
40100;8620056.175;1313946.708;-1842257.252;0;0;0;2.522044885;0.780757356;3185364.557;3266443.536;17165276.64;-0.000270439;0;0;0;0;3.49370833;0;2.522044885;0.780757356;0.684981854;-1.243002257;1.037472004;8.684981854;6769.956801;-1288.279944;0;0;86440.1;2163;32;0;40089.10432;;;-6767.749979
40200;8620121.098;1314280.446;-1841717.429;0;0;0;2.521786256;0.780826109;3185235.771;3266314.749;17164599.86;-0.000270439;0;0;0;0;3.493467285;0;2.521786256;0.780826109;0.685548265;-1.243250903;1.03751225;8.685548265;6765.609241;-1287.452631;0;0;86440.2;2163;32;0;40189.10475;;;-6763.440849
40300;8620185.977;1314614.176;-1841177.596;0;0;0;2.521527572;0.780894828;3185107.067;3266186.045;17163923.52;-0.000270439;0;0;0;0;3.49322641;0;2.521527572;0.780894828;0.686114391;-1.243499608;1.037552477;8.686114391;6761.260992;-1286.625187;0;0;86440.3;2163;32;0;40289.10518;;;-6759.07917
40400;8620250.814;1314947.898;-1840637.752;0;0;0;2.521268832;0.780963512;3184978.446;3266057.424;17163247.61;-0.000270439;0;0;0;0;3.492985706;0;2.521268832;0.780963512;0.686680232;-1.243748366;1.037592687;8.686680232;6756.912218;-1285.797643;0;0;86440.4;2163;32;0;40389.10561;;;-6754.717491
40500;8620315.607;1315281.611;-1840097.899;0;0;0;2.521010035;0.781032161;3184849.908;3265928.886;17162572.13;-0.000270439;0;0;0;0;3.492745173;0;2.521010035;0.781032161;0.687245787;-1.243997182;1.037632877;8.687245787;6752.562913;-1284.969998;0;0;86440.5;2163;32;0;40489.10603;;;-6750.408361
40600;8620380.357;1315615.316;-1839558.035;0;0;0;2.520751184;0.781100776;3184721.452;3265800.43;17161897.09;-0.000270439;0;0;0;0;3.492504811;0;2.520751184;0.781100776;0.687811057;-1.244246056;1.03767305;8.687811057;6748.212938;-1284.142225;0;0;86440.6;2163;32;0;40589.10646;;;-6746.046682
40700;8620445.064;1315949.013;-1839018.16;0;0;0;2.520492276;0.781169356;3184593.079;3265672.057;17161222.49;-0.000270439;0;0;0;0;3.492264619;0;2.520492276;0.781169356;0.688376041;-1.244494982;1.037713204;8.688376041;6743.862498;-1283.314364;0;0;86440.7;2163;32;0;40689.10689;;;-6741.685003
40800;8620509.728;1316282.701;-1838478.275;0;0;0;2.520233313;0.781237901;3184464.789;3265543.767;17160548.32;-0.000270439;0;0;0;0;3.492024599;0;2.520233313;0.781237901;0.688940739;-1.244743969;1.037753339;8.688940739;6739.511361;-1282.48637;0;0;86440.8;2163;32;0;40789.10732;;;-6737.323323
40900;8620574.348;1316616.381;-1837938.38;0;0;0;2.519974294;0.781306412;3184336.582;3265415.56;17159874.59;-0.000270439;0;0;0;0;3.491784749;0;2.519974294;0.781306412;0.689505151;-1.244993008;1.037793456;8.689505151;6735.159723;-1281.658281;0;0;86440.9;2163;32;0;40889.10775;;;-6732.961644
41000;8620638.925;1316950.053;-1837398.475;0;0;0;2.519715219;0.781374888;3184208.458;3265287.436;17159201.29;-0.000270439;0;0;0;0;3.49154507;0;2.519715219;0.781374888;0.690069277;-1.245242107;1.037833555;8.690069277;6730.80753;-1280.830086;0;0;86441;2163;32;0;40989.10817;;;-6728.652515
41100;8620703.459;1317283.717;-1836858.559;0;0;0;2.519456088;0.781443329;3184080.416;3265159.394;17158528.43;-0.000270439;0;0;0;0;3.491305562;0;2.519456088;0.781443329;0.690633116;-1.245491258;1.037873635;8.690633116;6726.454688;-1280.001767;0;0;86441.1;2163;32;0;41089.1086;;;-6724.290835
41200;8620767.95;1317617.372;-1836318.632;0;0;0;2.519196902;0.781511735;3183952.457;3265031.435;17157856;-0.000270439;0;0;0;0;3.491066225;0;2.519196902;0.781511735;0.691196669;-1.245740468;1.037913696;8.691196669;6722.10136;-1279.173357;0;0;86441.2;2163;32;0;41189.10903;;;-6719.929156
41300;8620832.398;1317951.019;-1835778.696;0;0;0;2.51893766;0.781580107;3183824.581;3264903.559;17157184.01;-0.000270439;0;0;0;0;3.490827058;0;2.51893766;0.781580107;0.691759935;-1.245989735;1.037953739;8.691759935;6717.747365;-1278.344819;0;0;86441.3;2163;32;0;41289.10945;;;-6715.567476
41400;8620896.802;1318284.658;-1835238.749;0;0;0;2.518678362;0.781648443;3183696.788;3264775.766;17156512.45;-0.000270439;0;0;0;0;3.490588063;0;2.518678362;0.781648443;0.692322914;-1.246239056;1.037993764;8.692322914;6713.392843;-1277.516181;0;0;86441.4;2163;32;0;41389.10988;;;-6711.205797
41500;8620961.163;1318618.288;-1834698.792;0;0;0;2.518419009;0.781716745;3183569.078;3264648.056;17155841.33;-0.000270439;0;0;0;0;3.490349238;0;2.518419009;0.781716745;0.692885605;-1.246488435;1.038033769;8.692885605;6709.037782;-1276.68744;0;0;86441.5;2163;32;0;41489.11031;;;-6706.844117
41600;8621025.481;1318951.911;-1834158.824;0;0;0;2.5181596;0.781785012;3183441.451;3264520.429;17155170.64;-0.000270439;0;0;0;0;3.490110583;0;2.5181596;0.781785012;0.69344801;-1.246737868;1.038073757;8.69344801;6704.682073;-1275.858577;0;0;86441.6;2163;32;0;41589.11073;;;-6702.482438
41700;8621089.755;1319285.524;-1833618.846;0;0;0;2.517900135;0.781853244;3183313.907;3264392.885;17154500.39;-0.000270439;0;0;0;0;3.489872099;0;2.517900135;0.781853244;0.694010127;-1.246987358;1.038113725;8.694010127;6700.325876;-1275.02962;0;0;86441.7;2163;32;0;41689.11116;;;-6698.173309
41800;8621153.987;1319619.13;-1833078.858;0;0;0;2.517640615;0.781921441;3183186.445;3264265.423;17153830.58;-0.000270439;0;0;0;0;3.489633786;0;2.517640615;0.781921441;0.694571957;-1.247236906;1.038153676;8.694571957;6695.96902;-1274.200538;0;0;86441.8;2163;32;0;41789.11158;;;-6693.759079
41900;8621218.175;1319952.727;-1832538.859;0;0;0;2.517381039;0.781989604;3183059.067;3264138.044;17153161.2;-0.000270439;0;0;0;0;3.489395644;0;2.517381039;0.781989604;0.695133499;-1.247486507;1.038193607;8.695133499;6691.611622;-1273.371353;0;0;86441.9;2163;32;0;41889.11201;;;-6689.44995
42000;8621282.32;1320286.316;-1831998.85;0;0;0;2.517121408;0.782057731;3182931.771;3264010.749;17152492.25;-0.000270439;0;0;0;0;3.489157672;0;2.517121408;0.782057731;0.695694752;-1.247736167;1.03823352;8.695694752;6687.253702;-1272.542068;0;0;86442;2163;32;0;41989.11243;;;-6685.088271
42100;8621346.422;1320619.897;-1831458.831;0;0;0;2.516861721;0.782125823;3182804.558;3263883.536;17151823.75;-0.000270439;0;0;0;0;3.488919871;0;2.516861721;0.782125823;0.696255718;-1.24798588;1.038273414;8.696255718;6682.895126;-1271.712658;0;0;86442.1;2163;32;0;42089.11286;;;-6680.726591
42200;8621410.48;1320953.469;-1830918.801;0;0;0;2.516601978;0.782193881;3182677.428;3263756.406;17151155.68;-0.000270439;0;0;0;0;3.488682241;0;2.516601978;0.782193881;0.696816396;-1.248235652;1.03831329;8.696816396;6678.536084;-1270.88316;0;0;86442.2;2163;32;0;42189.11328;;;-6676.312361
